ensembl_gene_id	external_gene_name	hsapiens_homolog_ensembl_gene	hsapiens_homolog_associated_gene_name	hsapiens_homolog_ensembl_peptide	hsapiens_homolog_chromosome	hsapiens_homolog_chrom_start	hsapiens_homolog_chrom_end	hsapiens_homolog_canonical_transcript_protein	hsapiens_homolog_subtype	hsapiens_homolog_orthology_type	hsapiens_homolog_perc_id	hsapiens_homolog_perc_id_r1	hsapiens_homolog_goc_score	hsapiens_homolog_wga_coverage	hsapiens_homolog_orthology_confidence
ENSTGUG00000002088	ITIH2	ENSG00000151655	ITIH2	ENSP00000351190	10	7703316	7749520	ENSTGUP00000002182	Amniota	ortholog_one2one	63.924	64.0592	100	91.26	1
ENSTGUG00000002090	ABHD18	ENSG00000164074	ABHD18	ENSP00000496010	4	127965306	128039953	ENSTGUP00000002161	Euteleostomi	ortholog_one2one	75.0547	73.9224	100	99.65	1
ENSTGUG00000002093		ENSG00000152147	GEMIN6	ENSP00000281950	2	38751534	38785002	ENSTGUP00000002159	Amniota	ortholog_one2one	23.6181	56.2874	100	82.04	0
ENSTGUG00000002098	LARP1B	ENSG00000138709	LARP1B	ENSP00000321997	4	128061286	128222931	ENSTGUP00000038551	Amniota	ortholog_one2one	62.3752	68.3807	100	92.55	1
ENSTGUG00000002099	HTATSF1	ENSG00000102241	HTATSF1	ENSP00000218364	X	136497079	136512346	ENSTGUP00000021721	Amniota	ortholog_one2one	59.2018	35.3642	75	81.07	1
ENSTGUG00000002101	SERPINB1	ENSG00000021355	SERPINB1	ENSP00000370115	6	2832332	2841959	ENSTGUP00000025426	Amniota	ortholog_one2one	66.9312	66.7546	50	100	1
ENSTGUG00000002102	PGRMC2	ENSG00000164040	PGRMC2	ENSP00000296425	4	128269237	128288829	ENSTGUP00000002168	Amniota	ortholog_one2one	79.2746	68.6099	100	100	1
ENSTGUG00000002104	JADE1	ENSG00000077684	JADE1	ENSP00000226319	4	128809700	128875224	ENSTGUP00000026691	Amniota	ortholog_one2one	78.929	80.5226	75	99.12	1
ENSTGUG00000002106	VGLL1	ENSG00000102243	VGLL1	ENSP00000359668	X	136532215	136556807	ENSTGUP00000002171	Amniota	ortholog_one2one	44.6541	27.5194	100	36.21	1
ENSTGUG00000002111	ARHGEF6	ENSG00000129675	ARHGEF6	ENSP00000250617	X	136665547	136780932	ENSTGUP00000002199	Amniota	ortholog_one2one	76.1518	72.4227	100	100	1
ENSTGUG00000002115	SCLT1	ENSG00000151466	SCLT1	ENSP00000281142	4	128864921	129093600	ENSTGUP00000002181	Amniota	ortholog_one2one	60.0924	56.686	50	86.45	1
ENSTGUG00000002117	WRNIP1	ENSG00000124535	WRNIP1	ENSP00000370150	6	2765393	2786952	ENSTGUP00000002183	Amniota	ortholog_one2one	62.6645	57.2932	75	96.13	1
ENSTGUG00000002118	CDS1	ENSG00000163624	CDS1	ENSP00000295887	4	84583127	84651334	ENSTGUP00000002194	Amniota	ortholog_one2one	81.1947	79.6095	50	92.59	1
ENSTGUG00000002121	ATL2	ENSG00000119787	ATL2	ENSP00000368237	2	38293954	38377285	ENSTGUP00000024174	Amniota	ortholog_one2one	73.4568	81.6467	50	89.65	1
ENSTGUG00000002123	ATP5F1C	ENSG00000165629	ATP5F1C	ENSP00000349142	10	7788147	7807815	ENSTGUP00000019913	Amniota	ortholog_one2one	64.3052	79.1946	100	93.9	1
ENSTGUG00000002124	GMDS	ENSG00000112699	GMDS	ENSP00000370194	6	1623806	2245605	ENSTGUP00000031744	Amniota	ortholog_one2one	77.4194	83.871	100	83.43	1
ENSTGUG00000002127	FOXC1	ENSG00000054598	FOXC1	ENSP00000493906	6	1609915	1613897	ENSTGUP00000002193	Amniota	ortholog_one2one	68.1672	38.3363	100	97.79	1
ENSTGUG00000002128	TAF3	ENSG00000165632	TAF3	ENSP00000340271	10	7818505	8016631	ENSTGUP00000002198	Amniota	ortholog_one2one	76.5086	76.4263	100	100	1
ENSTGUG00000002130	NKX6-1	ENSG00000163623	NKX6-1	ENSP00000295886	4	84491985	84499292	ENSTGUP00000002197	Amniota	ortholog_one2one	84.7507	78.7466	75	97.48	1
ENSTGUG00000002131	EXOC2	ENSG00000112685	EXOC2	ENSP00000230449	6	485154	693139	ENSTGUP00000024334	Amniota	ortholog_one2one	87.3817	89.9351	100	98.73	1
ENSTGUG00000002132	EIF4A3	ENSG00000141543	EIF4A3	ENSP00000497641	17	80134369	80147151	ENSTGUP00000002204	Euteleostomi	ortholog_one2one	97.561	97.3236	0	99.77	1
ENSTGUG00000002134	GATA3	ENSG00000107485	GATA3	ENSP00000368632	10	8045378	8075198	ENSTGUP00000002200	Amniota	ortholog_one2one	92.0993	91.8919	100	100	1
ENSTGUG00000002136	CELF2	ENSG00000048740	CELF2	ENSP00000346971	10	10798397	11336675	ENSTGUP00000018603	Amniota	ortholog_one2one	84.6561	95.6175	100	95.74	1
ENSTGUG00000002142	USP6NL	ENSG00000148429	USP6NL	ENSP00000476462	10	11453946	11611754	ENSTGUP00000030048	Amniota	ortholog_one2one	59.5794	61.5942	100	89.3	1
ENSTGUG00000002143	GINS1	ENSG00000101003	GINS1	ENSP00000262460	20	25407673	25452628	ENSTGUP00000002211	Amniota	ortholog_one2one	66.3636	74.4898	0	83.33	1
ENSTGUG00000002144	IRF4	ENSG00000137265	IRF4	ENSP00000370343	6	391752	411443	ENSTGUP00000027534	Amniota	ortholog_one2one	69.5256	84.4789	75	91.15	1
ENSTGUG00000002146	ABRAXAS1	ENSG00000163322	ABRAXAS1	ENSP00000369857	4	83459517	83523348	ENSTGUP00000002215	Amniota	ortholog_one2one	63.7037	63.0807	100	96.97	1
ENSTGUG00000002147	SLC8A1	ENSG00000183023	SLC8A1	ENSP00000383886	2	40097270	40611053	ENSTGUP00000002227	Amniota	ortholog_one2one	87.6742	87.2999	0	95.7	1
ENSTGUG00000002150	ECHDC3	ENSG00000134463	ECHDC3	ENSP00000368517	10	11742366	11764070	ENSTGUP00000027413	Amniota	ortholog_one2one	43.6893	59.4059	100	69.95	1
ENSTGUG00000002154	HELQ	ENSG00000163312	HELQ	ENSP00000295488	4	83407343	83455855	ENSTGUP00000002235	Amniota	ortholog_one2one	64.1905	61.2171	100	89.81	1
ENSTGUG00000002155	ZIC3	ENSG00000156925	ZIC3	ENSP00000287538	X	137566127	137577691	ENSTGUP00000002223	Amniota	ortholog_one2one	84.5652	83.2976	100	100	1
ENSTGUG00000002158	PROSER2	ENSG00000148426	PROSER2	ENSP00000277570	10	11823339	11872277	ENSTGUP00000002226	Amniota	ortholog_one2one	37.3418	40.6897	100	80.5	1
ENSTGUG00000002163	UPF2	ENSG00000151461	UPF2	ENSP00000350221	10	11920022	12043170	ENSTGUP00000029652	Amniota	ortholog_one2one	91.3417	92.0597	100	99.82	1
ENSTGUG00000002166	MRPS5	ENSG00000144029	MRPS5	ENSP00000272418	2	95085369	95149434	ENSTGUP00000002246	Amniota	ortholog_one2one	64.1975	60.4651	0	86.1	1
ENSTGUG00000002169	HPSE	ENSG00000173083	HPSE	ENSP00000308107	4	83292461	83335153	ENSTGUP00000002253	Amniota	ortholog_one2one	61.4662	60.221	100	85.08	1
ENSTGUG00000002174	F9	ENSG00000101981	F9	ENSP00000218099	X	139530739	139563459	ENSTGUP00000002242	Amniota	ortholog_one2one	56.3169	57.0499	100	68.74	1
ENSTGUG00000002175	DHTKD1	ENSG00000181192	DHTKD1	ENSP00000263035	10	12068954	12123221	ENSTGUP00000026194	Amniota	ortholog_one2one	75.3469	76.8226	100	89.3	1
ENSTGUG00000002176	MCF2	ENSG00000101977	MCF2	ENSP00000359608	X	139581770	139708227	ENSTGUP00000002272	Amniota	ortholog_one2one	50.7424	62.8108	75	78.96	1
ENSTGUG00000002182	GPCPD1	ENSG00000125772	GPCPD1	ENSP00000368305	20	5544439	5611006	ENSTGUP00000032651	Amniota	ortholog_one2one	66.3551	73.9583	50	95.79	1
ENSTGUG00000002185	SEC61A2	ENSG00000065665	SEC61A2	ENSP00000298428	10	12129637	12169961	ENSTGUP00000016523	Amniota	ortholog_one2one	99.5781	99.1597	100	99.54	1
ENSTGUG00000002188	COQ2	ENSG00000173085	COQ2	ENSP00000495761	4	83261536	83284914	ENSTGUP00000002262	Amniota	ortholog_one2one	70.8934	66.3073	50	97.93	1
ENSTGUG00000002195	TRMT6	ENSG00000089195	TRMT6	ENSP00000203001	20	5937228	5950558	ENSTGUP00000002269	Amniota	ortholog_one2one	73.444	71.2274	100	97.61	1
ENSTGUG00000002198	NUDT5	ENSG00000165609	NUDT5	ENSP00000419628	10	12165330	12196144	ENSTGUP00000022145	Amniota	ortholog_one2one	68.6636	68.0365	100	89.69	1
ENSTGUG00000002199	PLAC8	ENSG00000145287	PLAC8	ENSP00000309509	4	83090048	83137075	ENSTGUP00000037084	Amniota	ortholog_one2one	64.3478	64.3478	50	61.32	1
ENSTGUG00000002200	ABCG2	ENSG00000118777	ABCG2	ENSP00000237612	4	88090150	88231628	ENSTGUP00000002279	Amniota	ortholog_one2one	69.8341	70.687	50	81.5	1
ENSTGUG00000002204	CDC123	ENSG00000151465	CDC123	ENSP00000281141	10	12195965	12250589	ENSTGUP00000002282	Amniota	ortholog_one2one	84.9557	85.7143	100	100	1
ENSTGUG00000002206	ATP11C	ENSG00000101974	ATP11C	ENSP00000507250	X	139726346	139945276	ENSTGUP00000002312	Amniota	ortholog_one2one	79.6184	81.3109	50	92.37	1
ENSTGUG00000002210	CRLS1	ENSG00000088766	CRLS1	ENSP00000368140	20	6006093	6040053	ENSTGUP00000002281	Amniota	ortholog_one2one	84.5745	52.8239	50	83.32	1
ENSTGUG00000002213	PKD2	ENSG00000118762	PKD2	ENSP00000237596	4	88007635	88077777	ENSTGUP00000002298	Amniota	ortholog_one2one	78.7375	73.4504	75	99.13	1
ENSTGUG00000002215	COMMD1	ENSG00000173163	COMMD1	ENSP00000308236	2	61888724	62147247	ENSTGUP00000002284	Amniota	ortholog_one2one	61.7801	62.1053	50	100	1
ENSTGUG00000002218	B3GNT2	ENSG00000170340	B3GNT2	ENSP00000305595	2	62196115	62224731	ENSTGUP00000025273	Amniota	ortholog_one2one	74.0554	74.0554	75	100	1
ENSTGUG00000002226	TMEM17	ENSG00000186889	TMEM17	ENSP00000335094	2	62500218	62511894	ENSTGUP00000002293	Amniota	ortholog_one2one	48.7179	57.5758	100	68.8	1
ENSTGUG00000002228	EHBP1	ENSG00000115504	EHBP1	ENSP00000403783	2	62673851	63046487	ENSTGUP00000034136	Amniota	ortholog_one2one	78.3414	83.8793	100	99.95	1
ENSTGUG00000002232	WDPCP	ENSG00000143951	WDPCP	ENSP00000272321	2	63119559	63827843	ENSTGUP00000002303	Amniota	ortholog_one2one	59.7493	57.5067	100	82.67	1
ENSTGUG00000002233	SPP1	ENSG00000118785	SPP1	ENSP00000378517	4	87975667	87983532	ENSTGUP00000002300	Amniota	ortholog_one2one	25.5376	30.2548	100	18.61	1
ENSTGUG00000002236	IBSP	ENSG00000029559	IBSP	ENSP00000226284	4	87799554	87812435	ENSTGUP00000002304	Amniota	ortholog_one2one	40.0662	38.1703	100	64.68	1
ENSTGUG00000002240	CCDC3	ENSG00000151468	CCDC3	ENSP00000368102	10	12896625	13099652	ENSTGUP00000002308	Vertebrata	ortholog_one2one	64.918	73.3333	100	100	1
ENSTGUG00000002242	SPARCL1	ENSG00000152583	SPARCL1	ENSP00000282470	4	87473335	87531061	ENSTGUP00000002314	Amniota	ortholog_one2one	36.9397	35.994	100	38.67	1
ENSTGUG00000002243	OPTN	ENSG00000123240	OPTN	ENSP00000368021	10	13099449	13138308	ENSTGUP00000023506	Amniota	ortholog_one2one	60.6171	57.8856	100	87.7	1
ENSTGUG00000002244	MDH1	ENSG00000014641	MDH1	ENSP00000233114	2	63588609	63607197	ENSTGUP00000032649	Amniota	ortholog_one2one	90.7186	90.7186	100	99.85	1
ENSTGUG00000002249	NUDT9	ENSG00000170502	NUDT9	ENSP00000303575	4	87422573	87459455	ENSTGUP00000037978	Amniota	ortholog_one2one	47	67.1429	100	76.65	1
ENSTGUG00000002252	UGP2	ENSG00000169764	UGP2	ENSP00000338703	2	63840952	63891562	ENSTGUP00000002333	Amniota	ortholog_one2one	93.1102	93.1102	100	98.79	1
ENSTGUG00000002253	CSTF2	ENSG00000101811	CSTF2	ENSP00000362063	X	100820359	100841520	ENSTGUP00000027972	Amniota	ortholog_one2one	76.4706	78.8562	75	99.42	1
ENSTGUG00000002254	MCM10	ENSG00000065328	MCM10	ENSP00000367986	10	13161558	13211110	ENSTGUP00000002335	Amniota	ortholog_one2one	64.9022	64.5309	100	97.06	1
ENSTGUG00000002260	HSD17B11	ENSG00000198189	HSD17B11	ENSP00000351035	4	87336515	87391188	ENSTGUP00000035722	Amniota	ortholog_one2one	65.5518	65.3333	50	69.99	1
ENSTGUG00000002268	VPS54	ENSG00000143952	VPS54	ENSP00000272322	2	63892146	64019428	ENSTGUP00000002354	Amniota	ortholog_one2one	87.4097	86.694	100	100	1
ENSTGUG00000002270	PHYH	ENSG00000107537	PHYH	ENSP00000263038	10	13277796	13302412	ENSTGUP00000030119	Amniota	ortholog_one2one	50.2415	61.5385	100	78.2	1
ENSTGUG00000002275	KLHL8	ENSG00000145332	KLHL8	ENSP00000273963	4	87160103	87240314	ENSTGUP00000022557	Amniota	ortholog_one2one	90.7617	90.3226	50	100	1
ENSTGUG00000002278	SEPHS1	ENSG00000086475	SEPHS1	ENSP00000367893	10	13317428	13348298	ENSTGUP00000035826	Euteleostomi	ortholog_one2one	99.4898	99.4898	100	100	1
ENSTGUG00000002280	TRMT12	ENSG00000183665	TRMT12	ENSP00000329858	8	124450820	124462150	ENSTGUP00000035451	Amniota	ortholog_one2one	37.7567	53.3482	0	70.55	1
ENSTGUG00000002281	SYTL4	ENSG00000102362	SYTL4	ENSP00000263033	X	100674491	100732123	ENSTGUP00000002364	Amniota	ortholog_one2one	63.1799	67.5112	100	86.89	1
ENSTGUG00000002282	BEND7	ENSG00000165626	BEND7	ENSP00000507500	10	13438484	13528974	ENSTGUP00000021992	Amniota	ortholog_one2one	55.4422	79.3187	100	97.01	1
ENSTGUG00000002284	MAML3	ENSG00000196782	MAML3	ENSP00000421180	4	139716753	140154184	ENSTGUP00000002350	Amniota	ortholog_one2one	75.9926	72.3199	50	99.07	1
ENSTGUG00000002287		ENSG00000205301	MGAT4D	ENSP00000421185	4	140442262	140498377	ENSTGUP00000030723	Amniota	ortholog_one2one	12.6796	40.107	100	29.06	0
ENSTGUG00000002289	PELI1	ENSG00000197329	PELI1	ENSP00000351789	2	64092652	64144420	ENSTGUP00000034070	Amniota	ortholog_one2one	89.7826	98.8038	100	98.12	1
ENSTGUG00000002298	FRMD4A	ENSG00000151474	FRMD4A	ENSP00000350032	10	13643706	14462142	ENSTGUP00000021735	Vertebrata	ortholog_one2one	88.8472	91.2416	100	99.29	1
ENSTGUG00000002301	SRPX2	ENSG00000102359	SRPX2	ENSP00000362095	X	100644195	100675788	ENSTGUP00000002369	Amniota	ortholog_one2one	65.5246	65.8064	100	89.32	1
ENSTGUG00000002302	AFTPH	ENSG00000119844	AFTPH	ENSP00000238855	2	64524305	64593005	ENSTGUP00000002377	Amniota	ortholog_one2one	60.2876	58.2265	100	98.02	1
ENSTGUG00000002306	TSPAN6	ENSG00000000003	TSPAN6	ENSP00000362111	X	100627108	100639991	ENSTGUP00000025534	Amniota	ortholog_one2one	43.3962	65.7143	100	66.52	1
ENSTGUG00000002315	SLC1A4	ENSG00000115902	SLC1A4	ENSP00000234256	2	64988477	65023865	ENSTGUP00000002390	Amniota	ortholog_one2one	76.0829	75.9398	100	100	1
ENSTGUG00000002316	TNMD	ENSG00000000005	TNMD	ENSP00000362122	X	100584936	100599885	ENSTGUP00000002388	Amniota	ortholog_one2one	58.7349	61.5142	100	69.38	1
ENSTGUG00000002323	PCDH19	ENSG00000165194	PCDH19	ENSP00000362125	X	100291644	100410273	ENSTGUP00000002394	Amniota	ortholog_one2one	84.6435	80.662	100	100	1
ENSTGUG00000002324	HSPA14	ENSG00000187522	HSPA14	ENSP00000367623	10	14838306	14871741	ENSTGUP00000036347	Amniota	ortholog_one2one	72.6003	81.7289	100	91.33	1
ENSTGUG00000002325	TBC1D9	ENSG00000109436	TBC1D9	ENSP00000411197	4	140620782	140756385	ENSTGUP00000002418	Amniota	ortholog_one2one	89.6197	89.3365	100	100	1
ENSTGUG00000002328	RAB1A	ENSG00000138069	RAB1A	ENSP00000387286	2	65070696	65130331	ENSTGUP00000034752	Amniota	ortholog_one2one	36.7769	86.8293	100	87.88	1
ENSTGUG00000002329	DIAPH2	ENSG00000147202	DIAPH2	ENSP00000321348	X	96684663	97604997	ENSTGUP00000023943	Amniota	ortholog_one2one	68.4211	75.5677	100	86.92	1
ENSTGUG00000002335	ACTR2	ENSG00000138071	ACTR2	ENSP00000260641	2	65227788	65271253	ENSTGUP00000021594	Euteleostomi	ortholog_one2one	95.8231	98.9848	100	99.39	1
ENSTGUG00000002338	SUV39H2	ENSG00000152455	SUV39H2	ENSP00000346997	10	14878820	14904315	ENSTGUP00000002406	Amniota	ortholog_one2one	76.9802	75.8537	100	97.99	1
ENSTGUG00000002342	DCLRE1C	ENSG00000152457	DCLRE1C	ENSP00000367527	10	14897359	14954432	ENSTGUP00000023000	Amniota	ortholog_one2one	45.9233	55.3468	75	86.23	1
ENSTGUG00000002353	MEIS1	ENSG00000143995	MEIS1	ENSP00000272369	2	66433452	66573869	ENSTGUP00000022770	Amniota	ortholog_one2one	79.3548	94.6154	100	100	1
ENSTGUG00000002360	ZNF330	ENSG00000109445	ZNF330	ENSP00000262990	4	141220887	141234697	ENSTGUP00000030528	Amniota	ortholog_one2one	88.162	88.4375	100	100	1
ENSTGUG00000002363		ENSG00000143971	ETAA1	ENSP00000272342	2	67397322	67412089	ENSTGUP00000023211	Amniota	ortholog_one2one	19.1766	19.1145	100	64.51	0
ENSTGUG00000002364	TMEM243	ENSG00000135185	TMEM243	ENSP00000257637	7	87196160	87220587	ENSTGUP00000002428	Amniota	ortholog_one2one	38	80.5085	50	74.01	1
ENSTGUG00000002365	DMTF1	ENSG00000135164	DMTF1	ENSP00000332171	7	87152409	87196337	ENSTGUP00000002441	Amniota	ortholog_one2one	87.4837	88.2895	75	99.92	1
ENSTGUG00000002369	PNO1	ENSG00000115946	PNO1	ENSP00000263657	2	68157888	68176238	ENSTGUP00000002440	Amniota	ortholog_one2one	77.0833	73.4127	100	74.91	1
ENSTGUG00000002377	ELAPOR2	ENSG00000164659	ELAPOR2	ENSP00000413445	7	86876906	87059654	ENSTGUP00000026628	Amniota	ortholog_one2one	79.2195	78.9116	100	94.17	1
ENSTGUG00000002380	PLEK	ENSG00000115956	PLEK	ENSP00000234313	2	68365282	68397453	ENSTGUP00000002451	Gnathostomata	ortholog_one2one	78.187	78.8571	100	95.81	1
ENSTGUG00000002389	USP38	ENSG00000170185	USP38	ENSP00000303434	4	143184917	143223874	ENSTGUP00000002464	Amniota	ortholog_one2one	74.6412	74.856	100	99.13	1
ENSTGUG00000002398	KLHL4	ENSG00000102271	KLHL4	ENSP00000362211	X	87517409	87670050	ENSTGUP00000002487	Amniota	ortholog_one2one	82.1975	82.312	100	98.79	1
ENSTGUG00000002399	GRM3	ENSG00000198822	GRM3	ENSP00000355316	7	86643909	86864879	ENSTGUP00000028518	Amniota	ortholog_one2one	83.8778	90.5574	100	96.99	1
ENSTGUG00000002400	GAB1	ENSG00000109458	GAB1	ENSP00000262994	4	143336762	143474568	ENSTGUP00000002472	Amniota	ortholog_one2one	81.6667	84.7262	75	100	1
ENSTGUG00000002401	BFSP1	ENSG00000125864	BFSP1	ENSP00000367104	20	17493905	17569220	ENSTGUP00000002467	Amniota	ortholog_one2one	45.4545	45.1128	0	95.71	1
ENSTGUG00000002403	PCSK2	ENSG00000125851	PCSK2	ENSP00000262545	20	17226107	17484578	ENSTGUP00000022321	Amniota	ortholog_one2one	86.9102	89.4984	50	89.61	1
ENSTGUG00000002407	SEMA3D	ENSG00000153993	SEMA3D	ENSP00000284136	7	84995553	85187056	ENSTGUP00000027505	Amniota	ortholog_one2one	84.3627	82.6255	100	86.81	1
ENSTGUG00000002408	SMARCA5	ENSG00000153147	SMARCA5	ENSP00000283131	4	143513702	143557486	ENSTGUP00000002494	Amniota	ortholog_one2one	93.3781	92.4905	50	95.11	1
ENSTGUG00000002423	DACH2	ENSG00000126733	DACH2	ENSP00000362217	X	86148451	86832604	ENSTGUP00000002501	Euteleostomi	ortholog_one2one	74.0924	74.9583	100	97.15	1
ENSTGUG00000002442	NAA15	ENSG00000164134	NAA15	ENSP00000296543	4	139301505	139420033	ENSTGUP00000002523	Amniota	ortholog_one2one	95.6069	95.4965	100	100	1
ENSTGUG00000002444	NDUFAF5	ENSG00000101247	NDUFAF5	ENSP00000367346	20	13785007	13821580	ENSTGUP00000002515	Amniota	ortholog_one2one	73.1778	72.7536	100	87.17	1
ENSTGUG00000002449	SEMA3A	ENSG00000075213	SEMA3A	ENSP00000265362	7	83955777	84492724	ENSTGUP00000002554	Amniota	ortholog_one2one	83.0488	88.3269	100	99.9	1
ENSTGUG00000002450	ESF1	ENSG00000089048	ESF1	ENSP00000480783	20	13714322	13784919	ENSTGUP00000002521	Amniota	ortholog_one2one	59.3861	59.1069	100	87.87	1
ENSTGUG00000002455	POF1B	ENSG00000124429	POF1B	ENSP00000262753	X	85277396	85379717	ENSTGUP00000002529	Amniota	ortholog_one2one	45.0704	43.4635	100	58.71	1
ENSTGUG00000002456	TASP1	ENSG00000089123	TASP1	ENSP00000338624	20	13389392	13638932	ENSTGUP00000002537	Amniota	ortholog_one2one	88.0734	91.4286	100	98.36	1
ENSTGUG00000002458	ELF2	ENSG00000109381	ELF2	ENSP00000368868	4	139028112	139177218	ENSTGUP00000002533	Amniota	ortholog_one2one	86.3866	86.6779	50	100	1
ENSTGUG00000002465	NOCT	ENSG00000151014	NOCT	ENSP00000280614	4	139015781	139045939	ENSTGUP00000002536	Amniota	ortholog_one2one	74.6412	72.3898	50	87.21	1
ENSTGUG00000002466	ZNF711	ENSG00000147180	ZNF711	ENSP00000502839	X	85243991	85273362	ENSTGUP00000002542	Amniota	ortholog_one2one	87.9377	84.0149	100	100	1
ENSTGUG00000002468	WDFY3	ENSG00000163625	WDFY3	ENSP00000295888	4	84669597	84966690	ENSTGUP00000002570	Euteleostomi	ortholog_one2one	92.2836	83.4373	0	96.45	1
ENSTGUG00000002469	ISM1	ENSG00000101230	ISM1	ENSP00000262487	20	13221274	13300651	ENSTGUP00000035925	Amniota	ortholog_one2one	64.9573	81.8966	100	97.81	1
ENSTGUG00000002471	SPTLC3	ENSG00000172296	SPTLC3	ENSP00000381968	20	13008972	13169103	ENSTGUP00000002547	Amniota	ortholog_one2one	75.6318	75.9058	50	93.05	1
ENSTGUG00000002477	APOOL	ENSG00000155008	APOOL	ENSP00000362268	X	85003877	85093316	ENSTGUP00000036532	Amniota	ortholog_one2one	50.7143	52.9851	100	75.32	1
ENSTGUG00000002485	KIF6	ENSG00000164627	KIF6	ENSP00000287152	6	39329990	39725408	ENSTGUP00000031794	Amniota	ortholog_one2one	62.5307	62.5307	50	64.5	1
ENSTGUG00000002487	SEMA3E	ENSG00000170381	SEMA3E	ENSP00000496491	7	83363238	83649139	ENSTGUP00000002582	Amniota	ortholog_one2one	81.9355	81.9355	100	100	1
ENSTGUG00000002495	DAAM2	ENSG00000146122	DAAM2	ENSP00000274867	6	39792298	39904877	ENSTGUP00000025966	Vertebrata	ortholog_one2one	81.1808	82.397	75	29.53	1
ENSTGUG00000002499	HDX	ENSG00000165259	HDX	ENSP00000362272	X	84317874	84502479	ENSTGUP00000002576	Amniota	ortholog_one2one	73.813	74.3478	100	100	1
ENSTGUG00000002504	PPM1K	ENSG00000163644	PPM1K	ENSP00000477341	4	88257620	88284769	ENSTGUP00000032052	Amniota	ortholog_one2one	80.9264	79.8387	0	100	1
ENSTGUG00000002508	MOCS1	ENSG00000124615	MOCS1	ENSP00000344794	6	39899578	39934551	ENSTGUP00000002586	Amniota	ortholog_one2one	60.2102	63.0503	75	75.14	1
ENSTGUG00000002510	RPS6KA6	ENSG00000072133	RPS6KA6	ENSP00000262752	X	84058346	84188199	ENSTGUP00000002595	Amniota	ortholog_one2one	85.4839	85.3691	100	96.65	1
ENSTGUG00000002514	LRBA	ENSG00000198589	LRBA	ENSP00000498582	4	150264435	151015727	ENSTGUP00000002624	Gnathostomata	ortholog_one2one	79.8599	79.9439	75	97.62	1
ENSTGUG00000002518	PCLO	ENSG00000186472	PCLO	ENSP00000334319	7	82754012	83162930	ENSTGUP00000020806	Amniota	ortholog_one2one	67.4754	68.1447	100	94.96	1
ENSTGUG00000002523	SUPT7L	ENSG00000119760	SUPT7L	ENSP00000336750	2	27650809	27663840	ENSTGUP00000002589	Amniota	ortholog_one2one	87.5	86.2319	50	99.45	1
ENSTGUG00000002524	SLC4A1AP	ENSG00000163798	SLC4A1AP	ENSP00000479964	2	27663471	27694976	ENSTGUP00000002602	Amniota	ortholog_one2one	58.0692	50.6281	75	78.31	1
ENSTGUG00000002536	CACNA2D1	ENSG00000153956	CACNA2D1	ENSP00000349320	7	81946444	82443777	ENSTGUP00000002652	Amniota	ortholog_one2one	78.8018	78.3685	100	100	1
ENSTGUG00000002543	BABAM2	ENSG00000158019	BABAM2	ENSP00000368945	2	27889941	28338901	ENSTGUP00000022052	Amniota	ortholog_one2one	75.0507	96.6057	100	99.11	1
ENSTGUG00000002558	MAB21L2	ENSG00000181541	MAB21L2	ENSP00000324701	4	150582151	150584693	ENSTGUP00000002625	Amniota	ortholog_one2one	99.7215	99.7215	50	100	1
ENSTGUG00000002559	DCLK2	ENSG00000170390	DCLK2	ENSP00000296550	4	150078445	150257438	ENSTGUP00000002646	Amniota	ortholog_one2one	83.3118	84.0731	100	99.72	1
ENSTGUG00000002560	PLB1	ENSG00000163803	PLB1	ENSP00000330442	2	28457145	28644142	ENSTGUP00000002645	Amniota	ortholog_one2one	51.8106	51.0288	75	52.87	1
ENSTGUG00000002577	NR3C2	ENSG00000151623	NR3C2	ENSP00000350815	4	148078762	148444698	ENSTGUP00000025990	Amniota	ortholog_one2one	80.297	82.4187	100	98.62	1
ENSTGUG00000002581	CALM2	ENSG00000143933	CALM2	ENSP00000272298	2	47160083	47176921	ENSTGUP00000034736	Amniota	ortholog_one2one	85.4545	94.6309	50	97.12	1
ENSTGUG00000002584	HGF	ENSG00000019991	HGF	ENSP00000222390	7	81699010	81770438	ENSTGUP00000002672	Amniota	ortholog_one2one	74.2424	74.0385	100	99.89	1
ENSTGUG00000002594	ARHGAP10	ENSG00000071205	ARHGAP10	ENSP00000336923	4	147732063	148072776	ENSTGUP00000002681	Euteleostomi	ortholog_one2one	79.9743	79.2621	100	82.26	1
ENSTGUG00000002604	SEMA3C	ENSG00000075223	SEMA3C	ENSP00000265361	7	80742538	80922359	ENSTGUP00000020609	Amniota	ortholog_one2one	89.4807	89.4807	75	100	1
ENSTGUG00000002614	TTC7A	ENSG00000068724	TTC7A	ENSP00000316699	2	46916157	47076137	ENSTGUP00000037510	Amniota	ortholog_one2one	68.8742	72.7273	75	90.63	1
ENSTGUG00000002619	CD36	ENSG00000135218	CD36	ENSP00000415743	7	80369575	80679277	ENSTGUP00000026992	Chordata	ortholog_one2one	59.9576	59.9576	100	83.33	1
ENSTGUG00000002631	SOCS5	ENSG00000171150	SOCS5	ENSP00000378330	2	46698952	46780245	ENSTGUP00000022269	Amniota	ortholog_one2one	92.1495	91.9776	50	100	1
ENSTGUG00000002633	CAPN8	ENSG00000203697	CAPN8	ENSP00000355837	1	223538007	223665723	ENSTGUP00000002717	Amniota	ortholog_one2one	64.3501	71.1238	50	87.27	1
